mse,average
0.388539,
0.387937,
0.387280,
0.386507,
0.385552,
0.384594,
0.383683,
0.382732,
0.381833,
0.380985,
0.380138,
0.379317,
0.378475,
0.377668,
0.376965,
0.376317,
0.375761,
0.375245,
0.374787,
0.374467,
0.374321,
0.374318,
0.374477,
0.374779,
0.375259,
0.375953,
0.376885,
0.378167,
0.379657,
0.381373,
0.383357,
0.385581,
0.388044,
0.390738,
0.393698,
0.396889,
0.400223,
0.403832,
0.407718,
0.411820,
0.416052,
0.420466,
0.425075,
0.429852,
0.434719,
0.439644,
0.444609,
0.449635,
0.454599,
0.459607,
0.464721,
0.469887,
0.475018,
0.480156,
0.485346,
0.490491,
0.495600,
0.500879,
0.506024,
0.511209,
0.516308,
0.521271,
0.526205,
0.531062,
0.535876,
0.540617,
0.545278,
0.549844,
0.554289,
0.558611,
